Deg_Kart_No;Yas;Kart_Grubu;Etkinlik_Adi;Satıs_Dönemi;Bilet_Adedi;Birim_Bilet_Fiyati;Toplam_Bilet_Fiyati;Indirimli_Birim_Fiyat;Indirim_Kaybi;Net_Satis_Geliri;Odeme_Tipi;Satis_Kanalı
1000005907;60;CC;F;On Satis;2;37.5;75;7.5;60;15;Kart;Perakende 
1000005831;33;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Perakende 
1000005716;45;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Perakende 
1000005057;45;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Perakende 
1000005006;32;CC;F;On Satis;1;37.5;37.5;7.5;30;7.5;Kart;Perakende 
1000004910;46;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Perakende 
1000004805;27;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Perakende 
1000004608;38;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Perakende 
1000004392;30;CC;F;On Satis;2;93.75;187.5;60;67.5;120;Kart;Perakende 
1000004317;33;CC;F;On Satis;2;93.75;187.5;60;67.5;120;Kart;Perakende 
1000004193;30;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Perakende 
1000004187;31;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Perakende 
1000003987;42;CC;F;On Satis;2;93.75;187.5;60;67.5;120;Kart;Perakende 
1000003946;85;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Perakende 
1000003834;35;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Perakende 
1000003504;38;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Perakende 
1000003497;31;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Perakende 
1000003413;22;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Perakende 
1000003272;53;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Perakende 
1000003126;62;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Perakende 
1000003051;62;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Perakende 
1000002971;49;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Perakende 
1000034593;33;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Perakende 
1000002795;62;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Perakende 
1000002772;52;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Perakende 
1000034585;49;CC;F;On Satis;2;37.5;75;7.5;60;15;Kart;Perakende 
1000002554;29;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Perakende 
1000002247;44;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000001933;64;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000001748;31;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000001661;71;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000001608;38;CC;E;On Satis;1;45;45;45;0;45;Kart;Perakende
1000001561;38;CC;E;On Satis;2;45;90;45;0;90;Kart;Perakende
1000001494;30;CC;E;On Satis;1;45;45;45;0;45;Kart;Perakende
1000000784;50;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000000666;36;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000000630;38;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000034543;29;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000000552;33;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000034458;29;CC;E;On Satis;1;45;45;45;0;45;Kart;Perakende
1000034441;44;CC;E;On Satis;1;45;45;45;0;45;Kart;Perakende
1000034667;29;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Perakende
1000033629;53;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000033589;31;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000033505;30;CC;E;On Satis;1;45;45;45;0;45;Kart;Perakende
1000033472;52;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000033458;46;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000033433;63;CC;E;On Satis;2;45;90;45;0;90;Kart;Perakende
1000033240;29;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000033105;31;CC;E;On Satis;1;45;45;45;0;45;Kart;Perakende
1000033047;22;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000032943;35;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000032930;41;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000032672;41;CC;D;Genel Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000032667;75;CC;D;Genel Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000032317;40;CC;D;Genel Satis;2;375;750;300;150;600;Kart;Perakende
1000031792;37;CC;E;On Satis;2;45;90;45;0;90;Kart;iPhone
1000031668;43;CC;D;Genel Satis;2;243.75;487.5;195;97.5;390;Kart;Perakende
1000030698;60;CC;D;Genel Satis;2;675;1350;540;270;1080;Kart;Perakende
1000030669;27;CC;D;On Satis;2;337.5;675;270;135;540;Kart;iPhone
1000000134;34;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000030573;37;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000030442;29;CC;F;On Satis;2;93.75;187.5;60;67.5;120;Kart;Ana Gişe  
1000030403;49;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000030325;30;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000030194;65;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000030075;27;CC;F;Genel Satis;-1;-93.75;-93.75;-75;-18.75;-75;Kart;Ana Gişe  
1000029856;29;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000029602;36;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000034668;31;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029528;31;CC;F;Genel Satis;-1;-93.75;-93.75;-60;-33.75;-60;Kart;Ana Gişe  
1000029515;26;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029323;21;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029317;30;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029227;27;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029226;24;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029205;26;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000028637;62;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000027453;31;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000027406;22;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000027378;29;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000027326;35;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000027200;31;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026789;53;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026631;29;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026596;20;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026163;37;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000025781;60;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000025737;33;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026409;27;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026394;44;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000026379;25;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000029868;86;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000011127;80;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000008407;76;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000007199;79;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000002565;73;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000002012;30;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000002005;30;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000001994;27;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000001684;17;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000001491;24;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000000826;86;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000000684;22;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000034320;70;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000033953;22;CC;F;On Satis;2;93.75;187.5;60;67.5;120;Kart;Ana Gişe  
1000033806;24;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000033604;17;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000033014;24;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000030789;21;CC;F;Genel Satis;-1;-93.75;-93.75;-75;-18.75;-75;Kart;Ana Gişe  
1000030691;27;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000030621;24;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000030589;22;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000030520;27;CC;F;Genel Satis;-1;-93.75;-93.75;-60;-33.75;-60;Kart;Ana Gişe  
1000030420;23;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029603;26;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029511;67;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029505;20;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029491;21;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029441;73;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000029435;19;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000029413;46;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029285;23;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000028980;25;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000028967;22;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000028959;24;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000028946;23;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000028890;20;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000028874;23;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000027889;21;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000027640;21;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000027638;20;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000027593;68;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000027511;26;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000027503;69;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000027462;22;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000027449;23;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000027264;22;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000027156;26;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000026089;21;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000026055;20;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000026054;24;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026018;18;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000026003;19;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000025870;21;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000025869;26;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000025868;19;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000025836;21;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000009736;34;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029447;52;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000029377;31;CC;F;On Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000029117;53;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000027930;41;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000027836;30;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000027386;38;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000026474;40;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000022565;41;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000020540;28;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030143;22;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000029258;23;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000025945;19;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000025818;30;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000031657;64;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030026;76;CC;F;On Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000029085;80;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000027625;78;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000022003;48;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000016251;46;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000026331;64;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000024708;50;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000022849;20;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000018145;65;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000012747;49;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000009776;38;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000026849;64;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000032577;81;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000032203;72;CC;F;Genel Satis;1;93.75;93.75;60;33.75;60;Kart;Internet  
1000028935;85;CC;F;Genel Satis;1;93.75;93.75;60;33.75;60;Kart;Internet  
1000035105;67;CC;F;Genel Satis;1;93.75;93.75;60;33.75;60;Kart;Internet  
1000035080;48;CC;F;Genel Satis;1;93.75;93.75;60;33.75;60;Kart;Internet  
1000015872;43;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000012162;82;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000026694;66;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000025767;66;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000024095;53;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000024002;63;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000023565;70;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000021269;70;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000015271;69;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000015190;61;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000015033;50;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000012468;56;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000009289;47;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000009217;36;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000007972;47;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000002865;66;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000000767;48;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000033419;33;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000033410;48;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000033406;52;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000027528;50;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000027502;50;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000022557;56;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000022331;51;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000018593;57;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000006885;47;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000032484;88;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000032341;68;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000027612;51;CC;E;On Satis;2;112.5;225;90;45;180;Kart;iPhone
1000027515;88;CC;E;On Satis;2;112.5;225;90;45;180;Kart;iPhone
1000027468;49;CC;E;On Satis;2;45;90;45;0;90;Kart;iPhone
1000027376;67;CC;E;On Satis;2;45;90;45;0;90;Kart;iPhone
1000025756;27;CC;E;On Satis;1;45;45;45;0;45;Kart;iPhone
1000025017;53;CC;E;On Satis;2;112.5;225;90;45;180;Kart;iPhone
1000022461;46;CC;E;On Satis;2;112.5;225;90;45;180;Kart;iPhone
1000021960;47;CC;E;On Satis;2;112.5;225;90;45;180;Kart;iPhone
1000021523;56;CC;E;On Satis;2;112.5;225;90;45;180;Kart;iPhone
1000017920;61;CC;E;On Satis;2;112.5;225;90;45;180;Kart;iPhone
1000016623;40;CC;E;On Satis;2;112.5;225;90;45;180;Kart;iPhone
1000016203;35;CC;E;On Satis;1;45;45;45;0;45;Kart;iPhone
1000016197;46;CC;E;On Satis;2;112.5;225;90;45;180;Kart;iPhone
1000012986;39;CC;A;On Satis;2;450;900;360;180;720;Kart;Internet  
1000012737;64;CC;A;On Satis;2;337.5;675;270;135;540;Kart;Internet  
1000011871;35;CC;A;On Satis;2;450;900;360;180;720;Kart;Internet  
1000011858;53;CC;A;On Satis;2;450;900;360;180;720;Kart;Internet  
1000026971;42;CC;A;On Satis;2;337.5;675;270;135;540;Kart;Internet  
1000025970;52;CC;A;On Satis;2;450;900;360;180;720;Kart;Internet  
1000024275;57;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000024128;36;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000023981;41;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000023929;38;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000023783;39;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000023530;32;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000023278;60;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000023021;69;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000022586;44;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000022543;40;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000022393;36;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000022345;40;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000021250;52;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000021055;46;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000020812;68;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000020778;66;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000020363;51;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000020138;45;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000019834;41;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000019806;69;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000035044;52;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000019765;40;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000019600;31;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000019435;76;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000019161;31;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000019080;49;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000018780;51;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000018667;32;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000018663;45;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000018463;57;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000018147;32;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000018059;31;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000017863;50;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000017729;35;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000017295;80;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000016878;37;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000016486;30;CC;A;Genel Satis;1;450;450;360;90;360;Kart;Ana Gişe  
1000016484;33;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000016414;45;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000015349;80;CC;D;On Satis;2;450;900;360;180;720;Kart;Çağrı Merk
1000015231;29;CC;D;On Satis;2;675;1350;540;270;1080;Kart;Çağrı Merk
1000015109;37;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000015010;74;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000014149;30;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000014108;44;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000014041;29;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000013494;64;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000013210;54;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000013133;30;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000012994;28;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000012905;53;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000012842;47;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000012822;52;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000012805;37;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000012709;23;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000012666;65;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000011985;32;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000011904;38;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000011679;68;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000011148;37;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000010473;33;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000010281;53;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000010077;30;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000010048;63;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000009739;34;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000009703;78;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000009086;51;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000009011;35;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000009006;73;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000008142;31;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000007872;65;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000034730;31;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000006936;61;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
