Deg_Uye_iD;Deg_iD;Kart_Grubu;Uyelik_Tipi;VALiD_TO;il;iLcE;Yas;Kanal
11137;1000026219;XX;Yeni;31.08.2020;istanbul;N/A;23;IKSV
11137;1000026220;FF;Yeni;31.08.2020;istanbul;uskudar;23;IKSV
11140;1000026231;XX;Yeni;31.08.2020;N/A;N/A;29;IKSV
11142;1000026233;CC;Yeni;31.08.2020;Ankara;cankaya;58;IKSV
11143;1000026234;CC;Yeni;31.08.2020;Bursa;Osmangazi;74;IKSV
11144;1000026235;CC;Yeni;31.08.2020;istanbul;Besiktas;61;IKSV
11145;1000026236;CC;Yeni;31.08.2020;istanbul;uskudar;76;IKSV
11146;1000026237;CC;Yeni;31.08.2020;istanbul;N/A;56;IKSV
11147;1000026238;CC;Yeni;31.08.2020;istanbul;Bakirkoy;63;IKSV
11148;1000026239;CC;Yeni;31.08.2020;istanbul;sisli;59;IKSV
11149;1000026241;CC;Yeni;31.08.2020;istanbul;Nisantasi;57;IKSV
11150;1000026242;CC;Yeni;31.08.2020;Muğla;Fethiye;71;IKSV
11151;1000026243;CC;Yeni;31.08.2020;Mersin;Yenisehir;59;IKSV
11152;1000026244;CC;Yeni;31.08.2020;istanbul;Kadikoy;63;IKSV
11153;1000026245;CC;Yeni;31.08.2020;istanbul;Besiktas;58;IKSV
11154;1000026246;CC;Yeni;31.08.2020;istanbul;uskudar;56;IKSV
11155;1000026247;CC;Yeni;31.08.2020;Bartin;Merkez;56;IKSV
11156;1000026248;CC;Yeni;31.08.2020;istanbul;Esenler;63;IKSV
11157;1000026249;CC;Yeni;31.08.2020;Niğde;Altunhisar;63;IKSV
11158;1000026250;CC;Yeni;31.08.2020;istanbul;ACiBADEM;63;IKSV
11159;1000026251;CC;Yeni;31.08.2020;istanbul;Kucukcekmece;59;IKSV
11160;1000026252;CC;Yeni;31.08.2020;izmir;Konak;63;IKSV
11161;1000026253;CC;Yeni;31.08.2020;Ankara;cankaya;57;IKSV
11162;1000026254;CC;Yeni;31.08.2020;istanbul;Sariyer;56;IKSV
11163;1000026255;CC;Yeni;31.08.2020;Aydin;Kusadasi;66;IKSV
11164;1000026256;CC;Yeni;31.08.2020;Ankara;Kavaklidere;57;IKSV
11165;1000026257;CC;Yeni;31.08.2020;izmir;Kemalpasa;63;IKSV
11166;1000026258;CC;Yeni;31.08.2020;Antalya;Alanya;58;IKSV
11167;1000026259;DD;Yeni;31.08.2020;istanbul;sisli;23;IKSV
11168;1000026260;CC;Yeni;31.08.2020;istanbul;Sariyer;56;IKSV
11169;1000026261;CC;Yeni;31.08.2020;Elaziğ;Merkez;57;IKSV
11170;1000026262;CC;Yeni;31.08.2020;izmir;cigli;64;IKSV
11171;1000026263;CC;Yeni;31.08.2020;istanbul;Kartal;61;IKSV
11172;1000026264;CC;Yeni;31.08.2020;izmir;Narlidere;56;IKSV
11173;1000026265;CC;Yeni;31.08.2020;Antalya;Muratpasa;72;IKSV
11174;1000026266;CC;Yeni;31.08.2020;istanbul;Kadikoy;56;IKSV
11175;1000026267;XX;Yeni;31.08.2020;N/A;N/A;35;IKSV
11176;1000026268;CC;Yeni;31.08.2020;istanbul;Fatih;64;IKSV
11177;1000026269;CC;Yeni;31.08.2020;izmir;Aliaga;59;IKSV
11178;1000026270;CC;Yeni;31.08.2020;istanbul;Kartal;56;IKSV
11179;1000026271;CC;Yeni;31.08.2020;Ankara;Yenimahalle;59;IKSV
11180;1000026272;CC;Yeni;31.08.2020;istanbul;Atasehir;60;IKSV
11181;1000026273;CC;Yeni;31.08.2020;Sakarya;N/A;61;IKSV
11182;1000026274;CC;Yeni;31.08.2020;istanbul;umraniye;60;IKSV
11183;1000026275;CC;Yeni;31.08.2020;istanbul;Beyoglu;60;IKSV
11184;1000026276;CC;Yeni;31.08.2020;Ankara;Yenimahalle;56;IKSV
11185;1000026277;CC;Yeni;31.08.2020;Ankara;cankaya;61;IKSV
11186;1000026278;CC;Yeni;31.08.2020;Bursa;Osmangazi;59;IKSV
11187;1000026279;CC;Yeni;31.08.2020;Antalya;Muratpasa;66;IKSV
11189;1000026284;XX;Yeni;31.08.2020;N/A;N/A;N/A;IKSV
11189;1000030240;FF;Yenileme;31.08.2020;istanbul;Akaretler;N/A;IKSV
11190;1000026285;CC;Yeni;31.08.2020;istanbul;Sariyer;N/A;IKSV
11192;1000026294;FF;Yeni;31.08.2020;istanbul;Bakirkoy;N/A;Internet
11196;1000026305;CC;Yeni;31.08.2020;istanbul;Kadikoy;59;IKSV
11199;1000026318;DD;Yeni;31.08.2020;istanbul;Sariyer;22;IKSV
11200;1000026320;XX;Yeni;31.08.2020;N/A;N/A;29;IKSV
11201;1000026321;XX;Yeni;31.08.2020;N/A;N/A;41;IKSV
11208;1000026346;CC;Yeni;31.08.2020;istanbul;Sariyer;40;IKSV
11209;1000026347;CC;Yeni;31.08.2020;istanbul;Sariyer;52;IKSV
11210;1000026348;CC;Yeni;31.08.2020;istanbul;Atasehir;29;IKSV
11211;1000026349;CC;Yeni;31.08.2020;istanbul;Sariyer;43;IKSV
11212;1000026350;CC;Yeni;31.08.2020;istanbul;Sariyer;60;IKSV
11213;1000026351;XX;Yeni;31.08.2020;istanbul;N/A;32;IKSV
11213;1000026352;FF;Yeni;31.08.2020;istanbul;N/A;32;IKSV
11214;1000026353;XX;Yeni;31.08.2020;istanbul;N/A;53;IKSV
11215;1000026354;XX;Yeni;31.08.2020;istanbul;N/A;32;IKSV
11215;1000026355;FF;Yeni;31.08.2020;istanbul;Buyukcekmece;32;IKSV
11216;1000026356;FF;Yeni;31.08.2020;istanbul;Sariyer;25;Internet
11217;1000026357;XX;Yeni;31.08.2020;istanbul;N/A;24;IKSV
11220;1000026364;CC;Yenileme;31.08.2020;istanbul;sisli;66;IKSV
11222;1000026367;XX;Yeni;31.08.2020;N/A;N/A;27;IKSV
11222;1000026368;FF;Yeni;31.08.2020;istanbul;Sariyer;27;IKSV
11223;1000026369;XX;Yeni;31.08.2020;N/A;N/A;37;IKSV
11224;1000026370;XX;Yeni;31.08.2020;N/A;N/A;47;IKSV
11226;1000026374;BB;Yeni;31.08.2020;istanbul;Besiktas;44;IKSV
11227;1000026375;XX;Yeni;31.08.2020;N/A;N/A;35;IKSV
11228;1000026377;XX;Yeni;31.08.2020;N/A;N/A;29;IKSV
11230;1000026379;XX;Yeni;31.08.2020;N/A;N/A;25;IKSV
11231;1000026380;XX;Yeni;31.08.2020;N/A;N/A;33;IKSV
11232;1000026381;XX;Yeni;31.08.2020;N/A;N/A;31;IKSV
11233;1000026383;XX;Yeni;31.08.2020;N/A;N/A;22;IKSV
11234;1000026384;XX;Yeni;31.08.2020;N/A;N/A;24;IKSV
11235;1000026385;XX;Yeni;31.08.2020;N/A;N/A;46;IKSV
11236;1000026386;XX;Yeni;31.08.2020;N/A;N/A;28;IKSV
11238;1000026394;XX;Yeni;31.08.2020;N/A;N/A;44;IKSV
11239;1000026395;XX;Yeni;31.08.2020;N/A;N/A;35;IKSV
11241;1000026398;XX;Yeni;31.08.2020;istanbul;Beylikduzu;26;IKSV
11241;1000026399;FF;Yeni;31.08.2020;istanbul;Beylikduzu;26;IKSV
11242;1000026401;XX;Yeni;31.08.2020;N/A;N/A;24;IKSV
11243;1000026402;XX;Yeni;31.08.2020;istanbul;Kadikoy;42;IKSV
11245;1000026409;XX;Yeni;31.08.2020;N/A;N/A;27;IKSV
11245;1000026410;FF;Yeni;31.08.2020;istanbul;sisli;27;IKSV
11246;1000026411;XX;Yeni;31.08.2020;N/A;N/A;26;IKSV
11247;1000026412;FF;Yeni;31.08.2020;N/A;N/A;26;IKSV
11255;1000026431;BB;Yeni;31.08.2020;istanbul;Maslak;N/A;Internet
11341;1000026566;FF;Yeni;31.08.2020;istanbul;Kadikoy;N/A;Internet
11605;1000027004;CC;Yenileme;31.08.2020;istanbul;Maslak;44;IKSV
12113;1000027746;CC;Yeni;31.08.2020;istanbul;Beylikduzu;N/A;Internet
13333;1000029507;CC;Yeni;31.08.2020;istanbul;Kadikoy;51;Internet
13444;1000029662;DD;Yeni;31.08.2020;istanbul;umraniye;23;IKSV
13565;1000029851;DD;Yeni;31.08.2020;istanbul;Kartal;23;IKSV
13569;1000029856;CC;Kat. İndirme;31.08.2020;istanbul;Maslak;29;IKSV
13691;1000030160;CC;Yenileme;31.08.2020;istanbul;Kadikoy;32;N/A
13736;1000030219;CC;Yenileme;31.08.2020;istanbul;Maslak;38;IKSV
13858;1000030424;CC;Yenileme;31.08.2020;istanbul;Atasehir;37;IKSV
13906;1000030488;CC;Yenileme;31.08.2020;istanbul;sisli;39;IKSV
13926;1000030510;DD;Yenileme;31.08.2020;istanbul;Caddebostan;24;IKSV
13995;1000030598;CC;Yeni;31.08.2020;istanbul;sisli;N/A;Internet
14071;1000030713;CC;Yenileme;31.08.2020;istanbul;uskudar;N/A;IKSV
14150;1000030850;AA;Yenileme;31.08.2020;istanbul;Besiktas;56;IKSV
14558;1000031727;AA;Yenileme;31.08.2020;istanbul;uskudar;79;IKSV
14573;1000031762;CC;Yenileme;31.08.2020;N/A;N/A;74;IKSV
14721;1000031985;BB;Yenileme;31.08.2020;istanbul;Beyoglu;77;N/A
14809;1000032209;BB;Yenileme;31.08.2020;istanbul;Bostanci;72;IKSV
15273;1000033050;FF;Yeni;31.08.2020;istanbul;Bebek;N/A;Internet
15309;1000033101;CC;Yenileme;31.08.2020;istanbul;N/A;29;IKSV
15333;1000033144;DD;Yeni;31.08.2020;istanbul;Kadikoy;71;IKSV
15383;1000033210;FF;Yeni;31.08.2020;istanbul;Pendik;N/A;Internet
15407;1000033240;CC;Yenileme;31.08.2020;istanbul;Besiktas;29;N/A
15539;1000033408;BB;Yenileme;31.08.2020;istanbul;Nisantasi;48;N/A
15543;1000033417;CC;Kat. İndirme;31.08.2020;istanbul;Atasehir;33;N/A
16020;1000034053;FF;Yeni;31.08.2020;istanbul;sisli;25;Internet
16266;1000034376;CC;Yeni;31.08.2020;istanbul;Kadikoy;24;Internet
16287;1000034404;FF;Yeni;31.08.2020;istanbul;Bahcelievler;N/A;Internet
N/A 174;1000026382;XX;Yeni;31.08.2020;N/A;N/A;32;IKSV
N/A 278;1000000133;CC;Yenileme;31.08.2020;istanbul;Taksim;61;IKSV
N/A 291;1000000121;CC;Yeni;31.08.2020;istanbul;umraniye;N/A;N/A
18;1000000165;CC;Yenileme;30.09.2020;istanbul;Beyoglu;74;IKSV
23;1000000170;DD;Yenileme;30.09.2020;istanbul;uskudar;24;IKSV
49;1000000198;CC;Yeni;30.09.2020;istanbul;Beyoglu;38;IKSV
83;1000000240;CC;Yeni;30.09.2020;istanbul;Sariyer;30;Internet
194;1000000387;CC;Yenileme;30.09.2020;istanbul;cekmekoy;29;IKSV
306;1000000538;CC;Yeni;30.09.2020;istanbul;Fatih;27;Internet
307;1000000539;FF;Yeni;30.09.2020;istanbul;Tuzla;N/A;Internet
307;1000025976;XX;Yeni;30.09.2020;N/A;N/A;N/A;IKSV
400;1000034552;CC;Yenileme;30.09.2020;istanbul;Anadolu;19;N/A
419;1000000704;CC;Yeni;30.09.2020;istanbul;N/A;27;Internet
427;1000000717;DD;Yenileme;30.09.2020;istanbul;Bahcelievler;69;IKSV
459;1000000764;FF;Yeni;30.09.2020;istanbul;Eyup;40;Internet
494;1000000813;FF;Yeni;30.09.2020;istanbul;Besiktas;32;Internet
530;1000000870;CC;Yenileme;30.09.2020;izmir;N/A;70;IKSV
619;1000001005;DD;Yenileme;30.09.2020;istanbul;Beyoglu;26;IKSV
687;1000001110;CC;Yenileme;30.09.2020;N/A;N/A;40;IKSV
842;1000001321;CC;Yenileme;30.09.2020;istanbul;umraniye;N/A;IKSV
943;1000001488;CC;Yenileme;30.09.2020;istanbul;sisli;57;IKSV
947;1000026019;XX;Yeni;30.09.2020;N/A;N/A;N/A;IKSV
947;1000001495;FF;Yeni;30.09.2020;istanbul;sisli;30;Internet
960;1000001520;CC;Yenileme;30.09.2020;istanbul;Bakirkoy;25;IKSV
1054;1000001692;BB;Yenileme;30.09.2020;N/A;N/A;N/A;IKSV
1061;1000001703;FF;Yeni;30.09.2020;istanbul;saskinbakkal;45;Internet
1062;1000001704;FF;Yeni;30.09.2020;istanbul;Bakirkoy;43;Internet
1080;1000001734;CC;Yenileme;30.09.2020;istanbul;Besiktas;38;IKSV
1141;1000001820;CC;Yeni;30.09.2020;istanbul;Tarabya;N/A;Internet
1171;1000034566;CC;Yenileme;30.09.2020;istanbul;Kadikoy;60;N/A
1260;1000001978;FF;Yeni;30.09.2020;istanbul;Atasehir;41;Internet
1262;1000001982;CC;Yenileme;30.09.2020;istanbul;Etiler;33;IKSV
1275;1000025855;XX;Yeni;30.09.2020;N/A;N/A;N/A;IKSV
1275;1000013441;AA;Yenileme;30.09.2020;istanbul;N/A;36;IKSV
1277;1000002013;DD;Yenileme;30.09.2020;N/A;N/A;30;IKSV
1303;1000002059;CC;Yenileme;30.09.2020;istanbul;Atakoy;26;IKSV
1368;1000002149;CC;Yenileme;30.09.2020;istanbul;N/A;32;IKSV
1400;1000002191;CC;Yeni;30.09.2020;istanbul;Cihannuma;37;Internet
1401;1000025817;XX;Yeni;30.09.2020;N/A;N/A;30;IKSV
1401;1000025818;FF;Yeni;30.09.2020;N/A;N/A;30;IKSV
1414;1000002215;FF;Yeni;30.09.2020;istanbul;umraniye;25;Internet
1417;1000002218;CC;Yeni;30.09.2020;istanbul;Besiktas;28;Internet
1468;1000002295;CC;Yenileme;30.09.2020;istanbul;Besiktas;25;IKSV
1497;1000002354;FF;Yeni;30.09.2020;istanbul;Kozyatagi;24;Internet
1616;1000002531;CC;Yenileme;30.09.2020;istanbul;umraniye;34;IKSV
1638;1000002567;DD;Kat. İndirme;30.09.2020;istanbul;Kadikoy;N/A;IKSV
1663;1000002606;CC;Yenileme;30.09.2020;istanbul;N/A;60;IKSV
1696;1000002656;CC;Yenileme;30.09.2020;istanbul;Kadikoy;54;IKSV
1717;1000002690;FF;Yeni;30.09.2020;istanbul;Gaziosmanpasa;N/A;Internet
1786;1000002810;FF;Yeni;30.09.2020;istanbul;Atasehir;46;Internet
1793;1000002823;CC;Yeni;30.09.2020;istanbul;Fatih;42;Internet
1823;1000002881;FF;Yeni;30.09.2020;Kocaeli;Merkez;37;Internet
1857;1000002937;CC;Yenileme;30.09.2020;istanbul;sisli;N/A;IKSV
1860;1000002941;FF;Yeni;30.09.2020;istanbul;Kadikoy;N/A;Internet
1862;1000002946;CC;Yenileme;30.09.2020;istanbul;Kadikoy;42;IKSV
1878;1000002972;CC;Yenileme;30.09.2020;istanbul;Kartal;49;IKSV
1895;1000003005;CC;Yenileme;30.09.2020;istanbul;Besiktas;33;IKSV
1904;1000003029;CC;Yenileme;30.09.2020;istanbul;sisli;47;IKSV
1964;1000003123;FF;Yeni;30.09.2020;istanbul;Bagcilar;29;Internet
1987;1000003159;CC;Yeni;30.09.2020;istanbul;Emirgan;38;Internet
2027;1000003240;CC;Yenileme;30.09.2020;istanbul;Levent;60;IKSV
2038;1000003260;CC;Yenileme;30.09.2020;istanbul;Taksim;38;IKSV
2055;1000003286;FF;Yeni;30.09.2020;istanbul;Beyoglu;32;Internet
2189;1000003504;CC;Yeni;30.09.2020;istanbul;Anadolu;38;Internet
2208;1000003545;FF;Yeni;30.09.2020;istanbul;cekmekoy;33;Internet
2213;1000003553;FF;Yeni;30.09.2020;istanbul;Kadikoy;26;Internet
2226;1000003572;FF;Yeni;30.09.2020;istanbul;Maltepe;27;Internet
2274;1000003649;CC;Yeni;30.09.2020;istanbul;Sumer;28;Internet
2296;1000034610;CC;Yenileme;30.09.2020;istanbul;Kartal;41;N/A
2304;1000003710;AA;Yenileme;30.09.2020;istanbul;Beyoglu;70;IKSV
2310;1000003724;CC;Yeni;30.09.2020;istanbul;Bahcesehir;24;Internet
2317;1000003735;CC;Yeni;30.09.2020;istanbul;Altunizade;40;Internet
2323;1000003751;FF;Yeni;30.09.2020;istanbul;Tuzla;30;Internet
2331;1000003772;CC;Yeni;30.09.2020;istanbul;umraniye;37;Internet
2338;1000003791;CC;Yenileme;30.09.2020;istanbul;Beykoz;44;IKSV
2378;1000003881;CC;Yeni;30.09.2020;istanbul;Beykoz;30;Internet
2432;1000003975;CC;Yenileme;30.09.2020;istanbul;N/A;36;IKSV
2444;1000004000;CC;Yenileme;30.09.2020;istanbul;Nisantasi;45;IKSV
2456;1000026151;XX;Yeni;30.09.2020;N/A;N/A;N/A;IKSV
2458;1000004019;CC;Yenileme;30.09.2020;istanbul;Besiktas;27;IKSV
2500;1000004085;DD;Yenileme;30.09.2020;istanbul;sisli;25;IKSV
2522;1000034617;CC;Yenileme;30.09.2020;istanbul;Sancaktepe;45;N/A
2556;1000034618;CC;Yenileme;30.09.2020;istanbul;Kadikoy;52;N/A
2565;1000004228;CC;Yenileme;30.09.2020;istanbul;Tarabyaustu;30;IKSV
2600;1000004294;FF;Yeni;30.09.2020;istanbul;Kadikoy;25;Internet
2604;1000004299;CC;Yeni;30.09.2020;istanbul;Caddebostan;26;Internet
2622;1000004348;CC;Yenileme;30.09.2020;istanbul;Kartal;32;IKSV
2703;1000004501;CC;Yeni;30.09.2020;istanbul;Beyoglu;36;Internet
2720;1000004550;BB;Yenileme;30.09.2020;istanbul;N/A;40;IKSV
2742;1000004596;CC;Yenileme;30.09.2020;N/A;N/A;44;IKSV
2749;1000004608;CC;Yeni;30.09.2020;istanbul;cekmekoy;38;Internet
2818;1000004732;CC;Yenileme;30.09.2020;istanbul;Atakoy;26;IKSV
2832;1000004753;CC;Yeni;30.09.2020;istanbul;Zincirlikuyu;32;Internet
2842;1000004773;CC;Yenileme;30.09.2020;istanbul;Besiktas;42;IKSV
2856;1000004804;DD;Yenileme;30.09.2020;istanbul;Besiktas;83;IKSV
2913;1000004911;CC;Yenileme;30.09.2020;istanbul;Kadikoy;46;IKSV
2944;1000004975;CC;Yeni;30.09.2020;istanbul;cekmekoy;23;Internet
2950;1000034654;DD;Yenileme;30.09.2020;istanbul;Bakirkoy;86;N/A
2959;1000005017;FF;Yenileme;30.09.2020;istanbul;Resitpasa;41;IKSV
2970;1000005047;CC;Yenileme;30.09.2020;istanbul;Sariyer;36;IKSV
3061;1000025991;CC;Yeni;30.09.2020;istanbul;cekmekoy;38;IKSV
3099;1000005324;FF;Yeni;30.09.2020;Samsun;Canik;26;Internet
3264;1000005648;CC;Yeni;30.09.2020;istanbul;Besiktas;29;Internet
3283;1000005684;AA;Kat. Yükseltme;30.09.2020;istanbul;Besiktas;56;IKSV
3364;1000005918;CC;Yenileme;30.09.2020;Kocaeli;Gebze;40;IKSV
3380;1000005953;CC;Yenileme;30.09.2020;istanbul;Macka;80;IKSV
3456;1000006118;CC;Yenileme;30.09.2020;istanbul;Bakirkoy;61;IKSV
3503;1000006209;FF;Yeni;30.09.2020;istanbul;Acibadem;41;Internet
3586;1000006350;FF;Yeni;30.09.2020;istanbul;Eyup;30;Internet
3632;1000006427;CC;Yenileme;30.09.2020;istanbul;Atasehir;50;IKSV
3634;1000006432;CC;Yenileme;30.09.2020;istanbul;Maslak;56;IKSV
3647;1000006458;CC;Yenileme;30.09.2020;istanbul;Besiktas;26;IKSV
3689;1000006535;CC;Yeni;30.09.2020;istanbul;Gaziosmanpasa;N/A;Internet
3696;1000006543;FF;Yeni;30.09.2020;istanbul;Kagithane;41;Internet
3732;1000025783;XX;Yeni;30.09.2020;N/A;N/A;36;IKSV
3732;1000006609;CC;Yeni;30.09.2020;istanbul;icmeler;36;Internet
3736;1000034699;BB;Yenileme;30.09.2020;istanbul;Bomonti;63;N/A
3820;1000006776;FF;Yeni;30.09.2020;istanbul;Beyoglu;N/A;Internet
3911;1000006964;CC;Yenileme;30.09.2020;istanbul;umraniye;33;IKSV
3969;1000007076;CC;Yenileme;30.09.2020;istanbul;Maslak;61;IKSV
3980;1000007096;CC;Yenileme;30.09.2020;istanbul;Sariyer;N/A;IKSV
3983;1000007106;CC;Yenileme;30.09.2020;istanbul;cekmekoy;43;IKSV
3999;1000007142;CC;Yenileme;30.09.2020;istanbul;Besiktas;63;IKSV
4000;1000007143;CC;Yeni;30.09.2020;istanbul;Bagcilar;36;Internet
4017;1000034727;BB;Yenileme;30.09.2020;istanbul;Emirgan;68;N/A
4018;1000007184;CC;Yeni;30.09.2020;istanbul;Kurucesme;30;Internet
4079;1000007320;CC;Yenileme;30.09.2020;istanbul;Eyup;32;IKSV
4120;1000007412;CC;Yenileme;30.09.2020;istanbul;Etiler;N/A;IKSV
4184;1000007529;FF;Yeni;30.09.2020;istanbul;Kadikoy;41;Internet
4262;1000007677;FF;Yeni;30.09.2020;istanbul;Tuzla;N/A;Internet
4365;1000007893;CC;Yenileme;30.09.2020;istanbul;Nisantasi;33;IKSV
4383;1000007932;CC;Kat. İndirme;30.09.2020;istanbul;Besiktas;48;IKSV
4388;1000007954;CC;Yenileme;30.09.2020;istanbul;Balat;34;IKSV
4422;1000008060;CC;Yenileme;30.09.2020;istanbul;Kadikoy;49;IKSV
4449;1000008142;CC;Yenileme;30.09.2020;istanbul;cengelkoy;31;IKSV
4458;1000008168;CC;Yenileme;30.09.2020;istanbul;Topkapi;49;IKSV
4466;1000008196;BB;Yenileme;30.09.2020;istanbul;Rumelihisari;57;IKSV
4497;1000008284;CC;Yenileme;30.09.2020;istanbul;sisli;31;IKSV
4502;1000008294;CC;Yenileme;30.09.2020;istanbul;N/A;N/A;IKSV
4524;1000008332;FF;Yeni;30.09.2020;Trabzon;Merkez;N/A;Internet
4580;1000008482;CC;Yenileme;30.09.2020;istanbul;Beyoglu;32;IKSV
4594;1000008523;BB;Yeni;30.09.2020;istanbul;Kadikoy;47;IKSV
4602;1000034745;CC;Yenileme;30.09.2020;istanbul;umraniye;38;N/A
4743;1000025995;XX;Yeni;30.09.2020;N/A;N/A;N/A;IKSV
4743;1000008755;CC;Yeni;30.09.2020;istanbul;sisli;28;Internet
4817;1000008894;CC;Yenileme;30.09.2020;istanbul;Levent;61;IKSV
4868;1000009007;CC;Yenileme;30.09.2020;istanbul;Kadikoy;73;IKSV
4916;1000009107;CC;Yenileme;30.09.2020;istanbul;Sariyer;27;IKSV
4962;1000009187;CC;Yenileme;30.09.2020;istanbul;Avcilar;56;IKSV
4971;1000009200;CC;Yenileme;30.09.2020;istanbul;uskudar;30;IKSV
5106;1000026164;CC;Yeni;30.09.2020;istanbul;Besiktas;29;IKSV
5120;1000009482;BB;Kat. Yükseltme;30.09.2020;istanbul;sisli;42;IKSV
5385;1000034810;CC;Yenileme;30.09.2020;Balikesir;Gonen;28;IKSV
5396;1000010121;CC;Yenileme;30.09.2020;istanbul;Levent;49;IKSV
5403;1000010136;CC;Yenileme;30.09.2020;istanbul;Maslak;30;IKSV
5417;1000010164;CC;Yenileme;30.09.2020;istanbul;Pendik;N/A;IKSV
5424;1000010180;CC;Yeni;30.09.2020;istanbul;uskudar;34;Internet
5452;1000010251;CC;Yenileme;30.09.2020;istanbul;Sariyer;52;IKSV
5621;1000010681;CC;Yenileme;30.09.2020;istanbul;Kanlica;70;IKSV
5669;1000010776;CC;Yeni;30.09.2020;istanbul;umraniye;29;Internet
5780;1000011019;CC;Yeni;30.09.2020;istanbul;Tesvikiye;25;IKSV
5791;1000034827;CC;Yenileme;30.09.2020;istanbul;N/A;48;N/A
5792;1000013331;CC;Yeni;30.09.2020;istanbul;Suadiye;29;Internet
5798;1000011075;DD;Yenileme;30.09.2020;istanbul;Kartal;74;IKSV
5819;1000011127;DD;Yenileme;30.09.2020;istanbul;Bahcelievler;80;IKSV
5844;1000011192;CC;Yenileme;30.09.2020;Bursa;Nilufer;26;IKSV
5881;1000011303;CC;Yenileme;30.09.2020;istanbul;Beyoglu;31;IKSV
5892;1000011315;CC;Yeni;30.09.2020;istanbul;Atasehir;29;Internet
6021;1000025782;DD;Yeni;30.09.2020;istanbul;Nisantasi;24;IKSV
6040;1000011619;CC;Yenileme;30.09.2020;istanbul;Atakoy;33;IKSV
6048;1000011643;CC;Yeni;30.09.2020;istanbul;Gungoren;33;Internet
6051;1000025938;CC;Yeni;30.09.2020;istanbul;umraniye;45;IKSV
6076;1000011719;CC;Yeni;30.09.2020;istanbul;Besiktas;50;Internet
6102;1000011770;CC;Yenileme;30.09.2020;istanbul;Kagithane;28;IKSV
6151;1000011872;CC;Yenileme;30.09.2020;istanbul;Sariyer;35;IKSV
6197;1000011985;CC;Yenileme;30.09.2020;istanbul;N/A;32;IKSV
6209;1000012017;CC;Yeni;30.09.2020;istanbul;Gungoren;29;Internet
6228;1000012050;FF;Yeni;30.09.2020;istanbul;Aydinevler;31;Internet
6297;1000012236;CC;Yeni;30.09.2020;Muğla;Bodrum;42;Internet
6402;1000012537;CC;Yenileme;30.09.2020;istanbul;Ulus;70;IKSV
6404;1000012543;CC;Yenileme;30.09.2020;istanbul;Kadikoy;68;IKSV
6449;1000012671;CC;Yenileme;30.09.2020;istanbul;sisli;58;IKSV
6582;1000013040;CC;Yeni;30.09.2020;istanbul;Eyupsultan;29;Internet
6595;1000013114;AA;Yenileme;30.09.2020;istanbul;Yenibosna;80;IKSV
6616;1000013163;CC;Yenileme;30.09.2020;istanbul;Findikli;66;IKSV
6669;1000013320;CC;Yenileme;30.09.2020;istanbul;Yenikoy;50;IKSV
6702;1000013388;CC;Yeni;30.09.2020;istanbul;Atasehir;38;Internet
6741;1000013514;CC;Yenileme;30.09.2020;istanbul;N/A;50;IKSV
6777;1000013657;CC;Yenileme;30.09.2020;istanbul;Beyoglu;29;IKSV
6808;1000013760;CC;Yenileme;30.09.2020;istanbul;Beyoglu;46;IKSV
6812;1000013773;CC;Yeni;30.09.2020;istanbul;Levent;31;Internet
6897;1000014041;CC;Yeni;30.09.2020;istanbul;sisli;29;Internet
6924;1000014119;CC;Yenileme;30.09.2020;istanbul;Sutluce;52;IKSV
6945;1000014169;CC;Yeni;30.09.2020;istanbul;sisli;46;IKSV
6958;1000014208;CC;Yenileme;30.09.2020;istanbul;Tesvikiye;38;IKSV
6997;1000014313;CC;Yenileme;30.09.2020;istanbul;Kadikoy;68;IKSV
7076;1000014521;CC;Kat. İndirme;30.09.2020;istanbul;Kadikoy;45;IKSV
7077;1000014522;CC;Yeni;30.09.2020;istanbul;Nisantasi;28;Internet
7089;1000014566;CC;Yenileme;30.09.2020;istanbul;Besiktas;44;IKSV
7151;1000014754;CC;Yeni;30.09.2020;istanbul;uskudar;29;Internet
7171;1000025998;CC;Yeni;30.09.2020;istanbul;Kadikoy;45;IKSV
7190;1000014864;FF;Yeni;30.09.2020;istanbul;Basaksehir;35;Internet
7196;1000014883;CC;Yeni;30.09.2020;istanbul;Maslak;33;Internet
7278;1000015179;CC;Yenileme;30.09.2020;istanbul;Bebek;70;IKSV
7308;1000015296;DD;Yenileme;30.09.2020;istanbul;Tesvikiye;80;IKSV
7346;1000015433;CC;Yenileme;30.09.2020;istanbul;Bakirkoy;66;IKSV
7363;1000015490;CC;Yenileme;30.09.2020;istanbul;Bakirkoy;53;IKSV
7377;1000015540;CC;Yenileme;30.09.2020;istanbul;Kadikoy;42;IKSV
7465;1000015814;CC;Yenileme;30.09.2020;istanbul;Ulus;31;IKSV
7472;1000015841;AA;Yenileme;30.09.2020;istanbul;Kagithane;55;IKSV
7496;1000015923;CC;Yeni;30.09.2020;istanbul;Zeytinburnu;34;Internet
7618;1000025954;CC;Yeni;30.09.2020;istanbul;Sariyer;36;IKSV
7699;1000016565;CC;Yenileme;30.09.2020;istanbul;Gayrettepe;62;IKSV
7738;1000016689;FF;Yeni;30.09.2020;Kocaeli;cayirova;45;Internet
7745;1000016719;CC;Yenileme;30.09.2020;istanbul;Sariyer;64;IKSV
